customerid,customername,region,orderid,OrderDate,totalamount
KH00685,Nguyen Van An,Ho Chi Minh,OD06013,2024-04-24,61
KH00432,Pham Thi Thanh Huong,Ho Chi Minh,OD05656,2024-07-05,88
KH00082,Phan Thi Mai,Ða Nang,OD04572,2024-03-27,10
KH00654,Tran Thi Bich Ngoc,Can Tho,OD06872,2024-05-19,13
KH00627,Ly Thi Kim Chi,Ho Chi Minh,OD00132,2024-01-21,57
KH00299,Ngo Van Long,Hai Phong,OD00780,2024-07-29,52
KH00355,Ngo Van Long,Ða Nang,OD04043,2024-01-05,98
KH00041,Bui Thi Lan,Ða Nang,OD03847,2024-04-14,17
KH00567,Nguyen Van An,Ða Nang,OD06023,2024-01-13,37
KH00161,Ðang Thi Hanh,Ho Chi Minh,OD02245,2024-06-05,59
KH00008,Huynh Thi Thu Ha,Can Tho,OD02301,2024-08-20,9
KH00866,Nguyen Van An,Hai Phong,OD06260,2024-01-12,17
KH00915,Ngo Van Long,Ho Chi Minh,OD05780,2024-10-01,99
KH00356,Phan Thi Mai,Ha Noi,OD04833,2024-03-16,87
KH00336,Huynh Thi Thu Ha,Hai Phong,OD04183,2024-10-02,43
KH00401,Tran Thi Bich Ngoc,Hai Phong,OD01277,2024-08-22,82
KH00220,Ðang Thi Hanh,Ho Chi Minh,OD01999,2024-11-06,6
KH00698,Ðo Hoang Anh,Ha Noi,OD04905,2024-08-08,24
KH00477,Ðang Thi Hanh,Ho Chi Minh,OD05153,2024-04-29,18
KH00708,Hoang Van Tien,Ða Nang,OD07678,2024-06-24,71
KH00884,Tran Thi Bich Ngoc,Ha Noi,OD04887,2024-06-25,67
KH00002,Ðo Hoang Anh,Hai Phong,OD03415,2024-03-27,3
KH00945,Nguyen Van An,Can Tho,OD02266,2024-03-30,23
KH00529,Huynh Thi Thu Ha,Ha Noi,OD02579,2024-02-19,34
KH00908,Nguyen Van An,Hai Phong,OD05577,2024-03-18,44
KH00295,Vu Minh Quan,Ða Nang,OD00761,2024-11-24,95
KH00036,Cao Minh Tam,Can Tho,OD07842,2024-08-28,13
KH00675,Pham Thi Thanh Huong,Can Tho,OD04459,2024-01-26,96
KH00208,Ngo Van Long,Hai Phong,OD07200,2024-09-13,14
KH00280,Huynh Thi Thu Ha,Can Tho,OD04695,2024-03-24,71
KH00465,Phan Thi Mai,Hai Phong,OD04684,2024-10-10,51
KH00747,Tran Thi Bich Ngoc,Hai Phong,OD00066,2024-11-29,60
KH00569,Nguyen Van An,Ho Chi Minh,OD00043,2024-05-15,37
KH00242,Hoang Van Tien,Ha Noi,OD03972,2024-04-09,67
KH00858,Ðang Thi Hanh,Ha Noi,OD05572,2024-11-13,90
KH00918,Hoang Van Tien,Can Tho,OD05520,2024-11-25,77
KH00152,Le Minh Hoang,Ho Chi Minh,OD03416,2024-12-10,28
KH00098,Cao Minh Tam,Can Tho,OD03034,2024-04-11,60
KH00345,Tran Thi Bich Ngoc,Can Tho,OD05410,2024-10-01,3
KH00825,Hoang Van Tien,Can Tho,OD04901,2024-08-24,48
KH00717,Pham Thi Thanh Huong,Ho Chi Minh,OD02492,2024-11-08,40
KH00514,Ðang Thi Hanh,Ho Chi Minh,OD01023,2024-11-14,68
KH00579,Cao Minh Tam,Ho Chi Minh,OD05310,2024-12-02,19
KH00822,Le Minh Hoang,Hai Phong,OD03905,2024-11-21,95
KH00761,Ngo Van Long,Ða Nang,OD07062,2024-06-28,77
KH00315,Huynh Thi Thu Ha,Can Tho,OD05272,2024-12-03,34
KH00196,Bui Thi Lan,Ða Nang,OD07501,2024-03-01,11
KH00859,Le Minh Hoang,Hai Phong,OD02120,2024-11-06,3
KH00830,Ly Thi Kim Chi,Ða Nang,OD05940,2024-05-19,22
KH00018,Ngo Van Long,Ða Nang,OD00375,2024-06-03,23
KH00801,Ðang Thi Hanh,Ha Noi,OD04608,2024-07-05,48
KH00882,Bui Thi Lan,Ha Noi,OD02433,2024-11-06,90
KH00055,Vu Minh Quan,Hai Phong,OD04855,2024-02-09,78
KH00554,Le Minh Hoang,Can Tho,OD04395,2024-03-20,30
KH00992,Ðang Thi Hanh,Ho Chi Minh,OD04973,2024-03-11,49
KH00485,Hoang Van Tien,Ha Noi,OD05065,2024-01-14,84
KH00293,Cao Minh Tam,Ha Noi,OD05303,2024-07-16,62
KH00019,Bui Thi Lan,Ho Chi Minh,OD03459,2024-07-19,62
KH00434,Hoang Van Tien,Can Tho,OD05090,2024-11-13,100
KH00797,Hoang Van Tien,Ha Noi,OD00768,2024-01-07,42
KH00217,Ngo Van Long,Ho Chi Minh,OD06429,2024-12-14,33
KH00005,Vu Minh Quan,Ha Noi,OD01298,2024-01-09,31
KH00165,Tran Thi Bich Ngoc,Ða Nang,OD05728,2024-06-07,41
KH00051,Bui Thi Lan,Ha Noi,OD01408,2024-12-13,16
KH00926,Phan Thi Mai,Ða Nang,OD05337,2024-11-27,28
KH00211,Bui Thi Lan,Ho Chi Minh,OD05584,2024-05-11,26
KH00740,Tran Thi Bich Ngoc,Ða Nang,OD02826,2024-09-02,3
KH00994,Ðo Hoang Anh,Can Tho,OD07404,2024-07-04,12
KH00391,Ngo Van Long,Ða Nang,OD03875,2024-04-21,1
KH00543,Bui Thi Lan,Ho Chi Minh,OD04203,2023-12-25,30
KH00237,Ly Thi Kim Chi,Ða Nang,OD02859,2024-11-15,44
KH00545,Bui Thi Lan,Ha Noi,OD02369,2024-08-30,81
KH00426,Pham Thi Thanh Huong,Ða Nang,OD01794,2024-07-19,19
KH00808,Le Minh Hoang,Hai Phong,OD03158,2024-08-03,81
KH00121,Bui Thi Lan,Ða Nang,OD05936,2023-12-27,69
KH00017,Le Minh Hoang,Ha Noi,OD04497,2024-08-16,87
KH00700,Ðo Hoang Anh,Hai Phong,OD04247,2024-05-27,36
KH00329,Ðo Hoang Anh,Ða Nang,OD00407,2024-01-02,85
KH00398,Ðo Hoang Anh,Ho Chi Minh,OD05231,2024-08-10,77
KH00066,Hoang Van Tien,Ho Chi Minh,OD05164,2024-05-15,90
KH00710,Cao Minh Tam,Ho Chi Minh,OD00555,2024-04-03,32
KH00705,Nguyen Van An,Ho Chi Minh,OD02441,2024-09-02,69
KH00828,Cao Minh Tam,Can Tho,OD01372,2024-09-23,87
KH00064,Bui Thi Lan,Ha Noi,OD00489,2024-03-21,86
KH00417,Ðang Thi Hanh,Hai Phong,OD06140,2024-02-08,94
KH00385,Ðang Thi Hanh,Can Tho,OD04780,2024-08-05,22
KH00373,Ðang Thi Hanh,Ha Noi,OD04730,2024-08-18,44
KH00802,Ly Thi Kim Chi,Hai Phong,OD01136,2024-07-18,54
KH00800,Nguyen Van An,Ha Noi,OD05312,2024-05-15,52
KH00746,Le Minh Hoang,Can Tho,OD02991,2024-04-02,34
KH00272,Bui Thi Lan,Ha Noi,OD00693,2024-07-10,10
KH00267,Cao Minh Tam,Can Tho,OD04239,2024-07-17,67
KH00677,Vu Minh Quan,Ha Noi,OD00456,2024-11-10,87
KH00940,Ly Thi Kim Chi,Ða Nang,OD00540,2024-11-20,59
KH00956,Bui Thi Lan,Ha Noi,OD01234,2024-01-10,75
KH00634,Le Minh Hoang,Ða Nang,OD00950,2024-02-14,9
KH00500,Cao Minh Tam,Ha Noi,OD03667,2024-01-30,31
KH00456,Ly Thi Kim Chi,Ha Noi,OD05606,2024-07-06,17
KH00762,Ngo Van Long,Ða Nang,OD05032,2024-05-16,58
KH00260,Tran Thi Bich Ngoc,Ho Chi Minh,OD02277,2024-07-02,18
KH00695,Tran Thi Bich Ngoc,Ha Noi,OD03127,2024-08-31,73
KH00635,Ðo Hoang Anh,Ho Chi Minh,OD04345,2024-03-30,24
KH00671,Nguyen Van An,Can Tho,OD06472,2024-03-30,85
KH00596,Ðo Hoang Anh,Ða Nang,OD05895,2024-08-18,45
KH00996,Bui Thi Lan,Hai Phong,OD01148,2024-10-07,63
KH00897,Ðo Hoang Anh,Hai Phong,OD00136,2024-11-08,33
KH00703,Ðang Thi Hanh,Ða Nang,OD01303,2024-11-01,91
KH00879,Vu Minh Quan,Ða Nang,OD06272,2024-07-03,66
KH00528,Huynh Thi Thu Ha,Ha Noi,OD01736,2024-03-27,41
KH00916,Le Minh Hoang,Ho Chi Minh,OD07348,2024-01-10,52
KH00843,Cao Minh Tam,Ha Noi,OD03546,2024-07-29,89
KH00737,Ðang Thi Hanh,Ho Chi Minh,OD07805,2024-04-29,95
KH00195,Ngo Van Long,Can Tho,OD07585,2024-11-29,70
KH00574,Ðang Thi Hanh,Ða Nang,OD05631,2024-03-27,6
KH00754,Ðang Thi Hanh,Can Tho,OD07658,2024-04-06,18
KH00624,Vu Minh Quan,Ða Nang,OD05952,2024-11-13,23
KH00097,Ðang Thi Hanh,Ha Noi,OD04406,2024-11-16,86
KH00174,Tran Thi Bich Ngoc,Ha Noi,OD02328,2024-02-17,88
KH00307,Cao Minh Tam,Ha Noi,OD02293,2024-11-23,60
KH00071,Cao Minh Tam,Ha Noi,OD05624,2024-08-09,99
KH00839,Huynh Thi Thu Ha,Hai Phong,OD03308,2024-10-01,47
KH00632,Vu Minh Quan,Can Tho,OD02833,2024-10-15,88
KH00937,Tran Thi Bich Ngoc,Ha Noi,OD04169,2024-07-28,81
KH00531,Cao Minh Tam,Can Tho,OD01100,2023-12-27,45
KH00232,Hoang Van Tien,Ho Chi Minh,OD06597,2024-03-14,15
KH00411,Nguyen Van An,Ho Chi Minh,OD04735,2024-09-20,43
KH00368,Huynh Thi Thu Ha,Ha Noi,OD06814,2024-01-19,76
KH00742,Ly Thi Kim Chi,Ða Nang,OD04153,2024-03-31,2
KH00160,Tran Thi Bich Ngoc,Ho Chi Minh,OD02544,2024-11-07,47
KH00651,Nguyen Van An,Ho Chi Minh,OD01345,2024-04-16,45
KH00612,Le Minh Hoang,Ha Noi,OD00274,2024-03-22,72
KH00589,Phan Thi Mai,Hai Phong,OD04503,2024-03-16,97
KH00282,Vu Minh Quan,Ha Noi,OD03028,2024-02-05,72
KH00114,Tran Thi Bich Ngoc,Ho Chi Minh,OD07753,2024-10-20,90
KH00185,Tran Thi Bich Ngoc,Ho Chi Minh,OD05666,2024-11-14,29
KH00939,Phan Thi Mai,Ho Chi Minh,OD04396,2024-02-07,76
KH00597,Phan Thi Mai,Can Tho,OD04990,2024-10-23,71
KH00707,Ngo Van Long,Ha Noi,OD01329,2024-08-10,45
KH00974,Nguyen Van An,Hai Phong,OD05560,2024-07-07,54
KH00269,Hoang Van Tien,Can Tho,OD06237,2024-04-27,87
KH00814,Huynh Thi Thu Ha,Ha Noi,OD00473,2024-02-21,60
KH00633,Pham Thi Thanh Huong,Can Tho,OD06106,2024-08-17,19
KH00706,Nguyen Van An,Hai Phong,OD01817,2024-08-29,95
KH00647,Nguyen Van An,Ha Noi,OD04952,2024-04-12,27
KH00777,Ly Thi Kim Chi,Hai Phong,OD05848,2024-06-23,9
KH00522,Ngo Van Long,Ho Chi Minh,OD07927,2024-02-10,87
KH00279,Le Minh Hoang,Hai Phong,OD04088,2024-02-08,14
KH00931,Nguyen Van An,Can Tho,OD05990,2024-05-12,38
KH00330,Bui Thi Lan,Ho Chi Minh,OD04265,2024-09-10,53
KH00147,Pham Thi Thanh Huong,Ða Nang,OD00585,2024-02-27,2
KH00309,Phan Thi Mai,Ða Nang,OD07000,2024-01-17,46
KH00739,Bui Thi Lan,Ha Noi,OD06467,2024-03-24,98
KH00149,Ly Thi Kim Chi,Can Tho,OD03672,2024-09-14,23
KH00003,Bui Thi Lan,Hai Phong,OD00818,2024-10-05,69
KH00210,Tran Thi Bich Ngoc,Ða Nang,OD06071,2024-02-28,22
KH00314,Ly Thi Kim Chi,Can Tho,OD02253,2024-05-15,64
KH00642,Tran Thi Bich Ngoc,Ða Nang,OD03909,2024-06-28,48
KH00038,Ðang Thi Hanh,Hai Phong,OD02110,2024-03-22,80
KH00892,Nguyen Van An,Can Tho,OD02023,2024-08-26,87
KH00736,Ðo Hoang Anh,Hai Phong,OD05965,2024-07-08,15
KH00962,Hoang Van Tien,Can Tho,OD01066,2024-06-23,10
KH00313,Pham Thi Thanh Huong,Ða Nang,OD00144,2024-06-02,74
KH00040,Nguyen Van An,Ða Nang,OD01220,2024-11-04,100
KH00834,Hoang Van Tien,Ða Nang,OD07540,2024-07-24,20
KH00799,Ly Thi Kim Chi,Can Tho,OD05645,2024-06-10,38
KH00986,Phan Thi Mai,Ho Chi Minh,OD04844,2024-02-15,93
KH00467,Ðang Thi Hanh,Ha Noi,OD00365,2024-11-13,61
KH00248,Le Minh Hoang,Can Tho,OD01233,2024-11-18,48
KH00878,Vu Minh Quan,Ða Nang,OD05983,2024-10-21,64
KH00546,Ly Thi Kim Chi,Ho Chi Minh,OD03374,2024-05-25,49
KH00157,Vu Minh Quan,Ða Nang,OD01390,2024-05-26,78
KH00423,Ðang Thi Hanh,Ho Chi Minh,OD05553,2024-06-23,16
KH00261,Nguyen Van An,Ho Chi Minh,OD07480,2024-09-25,64
KH00380,Tran Thi Bich Ngoc,Can Tho,OD00451,2024-11-19,93
KH00693,Vu Minh Quan,Ða Nang,OD00652,2024-09-22,42
KH00332,Ngo Van Long,Can Tho,OD04950,2024-01-24,50
KH00186,Cao Minh Tam,Ða Nang,OD05785,2024-09-04,86
KH00340,Vu Minh Quan,Hai Phong,OD07989,2024-09-03,6
KH00977,Nguyen Van An,Ho Chi Minh,OD06116,2024-06-22,61
KH00323,Ngo Van Long,Hai Phong,OD00661,2024-05-19,73
KH00014,Ly Thi Kim Chi,Can Tho,OD05772,2024-04-20,84
KH00936,Phan Thi Mai,Ða Nang,OD03140,2024-02-24,59
KH00455,Ly Thi Kim Chi,Ha Noi,OD06398,2024-06-11,1
KH00776,Ðo Hoang Anh,Ða Nang,OD04080,2024-08-09,34
KH00891,Le Minh Hoang,Ða Nang,OD06265,2024-02-08,18
KH00718,Pham Thi Thanh Huong,Hai Phong,OD02571,2024-03-16,12
KH00136,Ngo Van Long,Ha Noi,OD00636,2024-10-17,22
KH00415,Vu Minh Quan,Ða Nang,OD05136,2024-07-26,56
KH00549,Ðang Thi Hanh,Ða Nang,OD06192,2024-09-03,68
KH00713,Cao Minh Tam,Ha Noi,OD03386,2024-05-01,58
KH00264,Bui Thi Lan,Can Tho,OD02219,2024-01-30,65
KH00638,Ðo Hoang Anh,Hai Phong,OD03488,2024-11-15,16
KH00305,Ngo Van Long,Hai Phong,OD01562,2024-06-15,60
KH00496,Vu Minh Quan,Ha Noi,OD07387,2024-03-24,86
KH00944,Ðang Thi Hanh,Ða Nang,OD01598,2024-11-19,14
KH00686,Ðang Thi Hanh,Ho Chi Minh,OD05313,2024-07-29,70
KH00435,Bui Thi Lan,Hai Phong,OD07072,2024-08-21,97
KH00221,Phan Thi Mai,Ða Nang,OD04104,2024-09-17,2
KH00316,Nguyen Van An,Ða Nang,OD00243,2024-06-14,1
KH00848,Phan Thi Mai,Ða Nang,OD05550,2024-01-27,19
KH00807,Le Minh Hoang,Ha Noi,OD00180,2024-05-07,3
KH00836,Vu Minh Quan,Ða Nang,OD04066,2024-09-01,98
KH00862,Ðang Thi Hanh,Ho Chi Minh,OD00007,2024-10-23,3
KH00020,Tran Thi Bich Ngoc,Ða Nang,OD00907,2024-02-13,38
KH00770,Phan Thi Mai,Ða Nang,OD00749,2024-09-23,48
KH00993,Nguyen Van An,Ha Noi,OD00103,2024-05-15,57
KH00954,Le Minh Hoang,Ha Noi,OD07052,2024-02-11,35
KH00794,Ly Thi Kim Chi,Hai Phong,OD04560,2024-04-30,40
KH00894,Ðo Hoang Anh,Hai Phong,OD07472,2024-12-01,58
KH00601,Le Minh Hoang,Ða Nang,OD06990,2024-09-17,8
KH00511,Ðo Hoang Anh,Can Tho,OD07079,2024-07-21,33
KH00360,Ly Thi Kim Chi,Ða Nang,OD02482,2024-09-06,91
KH00588,Ðo Hoang Anh,Hai Phong,OD04771,2024-10-14,57
KH00209,Phan Thi Mai,Ha Noi,OD04292,2023-12-29,83
KH00301,Le Minh Hoang,Ða Nang,OD00281,2024-05-27,91
KH00600,Le Minh Hoang,Hai Phong,OD01542,2024-06-14,82
KH00234,Huynh Thi Thu Ha,Hai Phong,OD01920,2024-12-08,71
KH00351,Vu Minh Quan,Can Tho,OD04398,2024-09-13,74
KH00669,Ðo Hoang Anh,Can Tho,OD06931,2024-05-13,1
KH00673,Ngo Van Long,Hai Phong,OD03618,2024-11-19,48
KH00960,Ðang Thi Hanh,Hai Phong,OD04642,2024-07-25,84
KH00553,Ly Thi Kim Chi,Ho Chi Minh,OD04794,2024-02-23,72
KH00484,Bui Thi Lan,Can Tho,OD05040,2024-07-18,7
KH00890,Le Minh Hoang,Ha Noi,OD04876,2024-12-06,39
KH00494,Huynh Thi Thu Ha,Ða Nang,OD03990,2024-05-19,62
KH00664,Bui Thi Lan,Ha Noi,OD03457,2024-02-27,47
KH00338,Huynh Thi Thu Ha,Ho Chi Minh,OD01515,2024-06-05,44
KH00431,Nguyen Van An,Hai Phong,OD07154,2024-05-06,74
KH00029,Le Minh Hoang,Can Tho,OD07226,2024-07-23,90
KH00133,Bui Thi Lan,Ha Noi,OD04862,2024-07-12,65
KH00374,Bui Thi Lan,Ha Noi,OD07308,2024-06-13,52
KH00106,Ðang Thi Hanh,Hai Phong,OD07961,2024-12-10,50
KH00469,Ngo Van Long,Can Tho,OD00075,2024-01-18,83
KH00451,Ngo Van Long,Ho Chi Minh,OD06219,2024-09-17,51
KH00113,Ly Thi Kim Chi,Ha Noi,OD00313,2024-06-24,50
KH00361,Ðang Thi Hanh,Can Tho,OD01207,2024-07-11,12
KH00440,Bui Thi Lan,Ho Chi Minh,OD06856,2024-05-30,97
KH00482,Ngo Van Long,Ha Noi,OD06973,2024-05-12,47
KH00694,Ly Thi Kim Chi,Can Tho,OD02130,2024-09-25,11
KH00565,Cao Minh Tam,Ho Chi Minh,OD01325,2024-01-10,92
KH00684,Pham Thi Thanh Huong,Ða Nang,OD04431,2024-03-29,100
KH00786,Cao Minh Tam,Ða Nang,OD00582,2024-06-17,65
KH00153,Pham Thi Thanh Huong,Ha Noi,OD07423,2024-01-24,26
KH00745,Pham Thi Thanh Huong,Can Tho,OD04810,2024-11-21,11
KH00817,Ðo Hoang Anh,Hai Phong,OD01529,2024-04-10,95
KH00969,Bui Thi Lan,Ða Nang,OD04472,2024-02-24,13
KH00680,Ðo Hoang Anh,Ða Nang,OD06084,2024-07-28,45
KH00495,Hoang Van Tien,Hai Phong,OD02930,2024-02-02,74
KH00724,Hoang Van Tien,Ha Noi,OD02954,2024-02-05,44
KH00513,Ðo Hoang Anh,Hai Phong,OD07432,2024-09-28,77
KH00382,Huynh Thi Thu Ha,Ða Nang,OD05640,2024-06-12,37
KH00177,Huynh Thi Thu Ha,Ha Noi,OD00891,2024-06-23,84
KH00346,Bui Thi Lan,Ho Chi Minh,OD00594,2024-06-24,4
KH00806,Ðo Hoang Anh,Ða Nang,OD05419,2024-04-06,77
KH00767,Phan Thi Mai,Ða Nang,OD05422,2024-05-15,64
KH00586,Huynh Thi Thu Ha,Ho Chi Minh,OD03834,2024-03-30,29
KH00093,Ly Thi Kim Chi,Hai Phong,OD05487,2024-04-27,89
KH00792,Cao Minh Tam,Ha Noi,OD00073,2024-05-21,13
KH00760,Phan Thi Mai,Hai Phong,OD03919,2024-11-14,7
KH00649,Huynh Thi Thu Ha,Ho Chi Minh,OD00072,2024-09-07,38
KH00930,Vu Minh Quan,Hai Phong,OD02790,2024-12-08,83
KH00119,Ly Thi Kim Chi,Ha Noi,OD05007,2024-09-23,29
KH00789,Nguyen Van An,Hai Phong,OD00880,2024-02-29,89
KH00674,Ðo Hoang Anh,Can Tho,OD03320,2024-09-27,57
KH00086,Ngo Van Long,Ða Nang,OD06880,2024-01-13,86
KH00096,Ðang Thi Hanh,Ho Chi Minh,OD07085,2024-10-22,18
KH00183,Ðang Thi Hanh,Ha Noi,OD06086,2024-03-26,63
KH00805,Bui Thi Lan,Can Tho,OD00218,2023-12-30,80
KH00623,Ðang Thi Hanh,Ha Noi,OD02925,2024-02-09,42
KH00637,Huynh Thi Thu Ha,Ha Noi,OD02313,2024-05-26,78
KH00437,Ly Thi Kim Chi,Can Tho,OD03276,2024-01-13,30
KH00501,Vu Minh Quan,Ha Noi,OD01772,2024-11-24,83
KH00394,Le Minh Hoang,Ða Nang,OD00741,2024-03-22,61
KH00605,Bui Thi Lan,Can Tho,OD06057,2024-07-19,47
KH00845,Ðo Hoang Anh,Can Tho,OD02983,2024-03-28,68
KH00704,Ly Thi Kim Chi,Ha Noi,OD00032,2024-05-02,79
KH00392,Tran Thi Bich Ngoc,Ha Noi,OD05225,2024-10-13,79
KH00400,Bui Thi Lan,Hai Phong,OD01883,2024-07-19,38
KH00363,Huynh Thi Thu Ha,Hai Phong,OD07384,2024-12-17,40
KH00416,Vu Minh Quan,Ha Noi,OD07633,2024-07-24,41
KH00230,Ðo Hoang Anh,Can Tho,OD04775,2024-11-01,27
KH00594,Le Minh Hoang,Hai Phong,OD07819,2024-10-11,32
KH00225,Huynh Thi Thu Ha,Ha Noi,OD00597,2024-03-06,60
KH00909,Nguyen Van An,Ho Chi Minh,OD02365,2024-09-25,16
KH00678,Vu Minh Quan,Ho Chi Minh,OD05892,2024-12-04,54
KH00773,Ðang Thi Hanh,Ho Chi Minh,OD00734,2024-04-07,74
KH00286,Ðang Thi Hanh,Ho Chi Minh,OD05326,2024-02-01,39
KH00421,Phan Thi Mai,Ða Nang,OD03352,2024-09-11,68
KH00256,Huynh Thi Thu Ha,Ho Chi Minh,OD01632,2024-06-09,77
KH00236,Vu Minh Quan,Hai Phong,OD03964,2024-12-17,53
KH00257,Le Minh Hoang,Hai Phong,OD00209,2024-02-10,18
KH00952,Ðo Hoang Anh,Ho Chi Minh,OD04815,2024-03-12,97
KH00752,Ly Thi Kim Chi,Ha Noi,OD01464,2024-08-26,41
KH00011,Nguyen Van An,Ða Nang,OD05980,2024-09-27,53
KH00331,Bui Thi Lan,Hai Phong,OD02091,2024-08-29,98
KH00473,Ly Thi Kim Chi,Ða Nang,OD03392,2024-08-31,75
KH00584,Ðo Hoang Anh,Ða Nang,OD06695,2024-10-18,86
KH00873,Phan Thi Mai,Hai Phong,OD07715,2024-07-03,31
KH00074,Bui Thi Lan,Ho Chi Minh,OD01968,2024-06-03,2
KH00657,Nguyen Van An,Ha Noi,OD00705,2024-09-25,60
KH00925,Huynh Thi Thu Ha,Ða Nang,OD01099,2024-04-05,7
KH00964,Huynh Thi Thu Ha,Ha Noi,OD07093,2024-08-21,42
KH00223,Pham Thi Thanh Huong,Ha Noi,OD06268,2024-02-09,89
KH00406,Vu Minh Quan,Ða Nang,OD05224,2024-05-19,27
KH00965,Ly Thi Kim Chi,Can Tho,OD01050,2024-10-17,39
KH00922,Huynh Thi Thu Ha,Ho Chi Minh,OD04477,2024-03-16,96
KH00899,Phan Thi Mai,Ha Noi,OD07020,2024-11-07,78
KH00644,Nguyen Van An,Ho Chi Minh,OD05944,2024-12-04,18
KH00492,Phan Thi Mai,Hai Phong,OD06403,2024-09-14,2
KH00387,Ngo Van Long,Ha Noi,OD07435,2024-06-15,70
KH00253,Ðo Hoang Anh,Can Tho,OD00120,2024-12-04,21
KH00690,Hoang Van Tien,Can Tho,OD02447,2024-02-27,41
KH00352,Pham Thi Thanh Huong,Ða Nang,OD03126,2024-09-16,64
KH00757,Ðo Hoang Anh,Ha Noi,OD05787,2024-08-11,26
KH00978,Tran Thi Bich Ngoc,Ho Chi Minh,OD06024,2024-02-05,23
KH00881,Ngo Van Long,Ho Chi Minh,OD06277,2024-10-04,32
KH00474,Vu Minh Quan,Can Tho,OD00843,2024-02-21,8
KH00701,Ðo Hoang Anh,Hai Phong,OD07928,2024-11-23,54
KH00676,Ðang Thi Hanh,Ho Chi Minh,OD00096,2024-02-06,49
KH00178,Ngo Van Long,Ha Noi,OD04175,2024-08-15,26
KH00348,Ly Thi Kim Chi,Ða Nang,OD00711,2024-08-27,31
KH00966,Bui Thi Lan,Ha Noi,OD05660,2024-09-23,8
KH00418,Phan Thi Mai,Hai Phong,OD03903,2024-01-24,59
KH00271,Tran Thi Bich Ngoc,Ha Noi,OD04089,2024-01-23,74
KH00190,Le Minh Hoang,Ho Chi Minh,OD02655,2024-08-07,17
KH00384,Huynh Thi Thu Ha,Hai Phong,OD03146,2024-05-10,18
KH00091,Phan Thi Mai,Hai Phong,OD01476,2024-03-03,3
KH00716,Ly Thi Kim Chi,Hai Phong,OD04616,2024-02-13,60
KH00656,Ðo Hoang Anh,Ho Chi Minh,OD05995,2024-06-17,39
KH00949,Ngo Van Long,Hai Phong,OD00036,2024-03-27,26
KH00039,Bui Thi Lan,Ða Nang,OD04420,2024-08-31,77
KH00536,Ðang Thi Hanh,Can Tho,OD00409,2024-01-13,6
KH00735,Ly Thi Kim Chi,Ha Noi,OD05573,2024-05-11,48
KH00933,Le Minh Hoang,Ho Chi Minh,OD06579,2024-05-25,77
KH00910,Tran Thi Bich Ngoc,Ha Noi,OD07044,2024-07-30,66
KH00080,Ngo Van Long,Hai Phong,OD00684,2024-10-11,90
KH00357,Pham Thi Thanh Huong,Hai Phong,OD03830,2024-04-19,81
KH00730,Ngo Van Long,Ha Noi,OD00164,2024-04-01,21
KH00087,Vu Minh Quan,Ða Nang,OD00992,2024-11-06,34
KH00861,Huynh Thi Thu Ha,Can Tho,OD06234,2024-09-01,64
KH00247,Ðo Hoang Anh,Ða Nang,OD00706,2024-09-02,7
KH00997,Vu Minh Quan,Hai Phong,OD07736,2024-01-05,4
KH00085,Vu Minh Quan,Ha Noi,OD03848,2024-05-17,91
KH00475,Vu Minh Quan,Hai Phong,OD01021,2024-11-23,80
KH00911,Ngo Van Long,Ha Noi,OD04756,2024-07-12,1
KH00758,Le Minh Hoang,Ho Chi Minh,OD06903,2024-10-28,48
KH00203,Tran Thi Bich Ngoc,Ho Chi Minh,OD06787,2024-05-18,66
KH00046,Cao Minh Tam,Ða Nang,OD05099,2024-12-11,88
KH00950,Ðang Thi Hanh,Ho Chi Minh,OD03748,2024-07-14,15
KH00561,Ðo Hoang Anh,Hai Phong,OD00615,2024-11-10,53
KH00995,Ngo Van Long,Ho Chi Minh,OD05839,2024-09-29,9
KH00535,Vu Minh Quan,Ða Nang,OD04042,2024-04-24,19
KH00287,Le Minh Hoang,Can Tho,OD01155,2024-01-14,74
KH00846,Le Minh Hoang,Can Tho,OD04112,2024-09-27,26
KH00750,Huynh Thi Thu Ha,Ho Chi Minh,OD07669,2024-07-10,18
KH00928,Phan Thi Mai,Ho Chi Minh,OD03962,2024-06-24,82
KH00010,Ðang Thi Hanh,Ða Nang,OD05993,2024-07-20,6
KH00755,Ðo Hoang Anh,Can Tho,OD04533,2024-03-07,62
KH00176,Ðang Thi Hanh,Ða Nang,OD04493,2024-11-15,88
KH00854,Nguyen Van An,Ha Noi,OD00045,2024-07-31,60
KH00552,Cao Minh Tam,Hai Phong,OD04893,2024-02-27,38
KH00551,Pham Thi Thanh Huong,Can Tho,OD03380,2024-11-26,1
KH00187,Le Minh Hoang,Hai Phong,OD05625,2024-06-23,76
KH00366,Cao Minh Tam,Can Tho,OD02913,2024-07-18,80
KH00971,Tran Thi Bich Ngoc,Ho Chi Minh,OD02980,2024-05-10,6
KH00663,Ngo Van Long,Ho Chi Minh,OD04416,2024-03-26,57
KH00667,Ly Thi Kim Chi,Ha Noi,OD06045,2024-05-09,40
KH00479,Hoang Van Tien,Hai Phong,OD01974,2024-12-07,35
KH00903,Bui Thi Lan,Ho Chi Minh,OD05616,2024-01-21,92
KH00919,Bui Thi Lan,Ða Nang,OD06837,2024-01-06,29
KH00304,Le Minh Hoang,Ha Noi,OD04888,2024-04-18,14
